Story Code,Annotator #1 Code,Annotator #2 Code,Story Title,Plot Summary,Content warnings,Author Code,Second author code (if applicable),Investigation-reveal order,Reveal border sentence,Name of Detective #1,Detective #1 Gender,Detective #1 Role,Name of Detective #2,Detective #2 Gender,Detective #2 Role,Number of detectives if more than 2,Name of Assistant #1,Assistant #1 Gender,Assistant #1 Role,Name of Assistant #2,Assistant #2 Gender,Assistant #2 Role,Number of assistants if more than 2,Number of victims of gender Male,Number of victims of gender Female,Number of victims of gender Non-binary,Number of victims of gender Unknown,Number of victims who are corporate entities,Number of culprits of gender Male,Number of culprits of gender Female,Number of culprits of gender Non-binary,Number of culprits of gender Unknown,Culprits introduced during reveal?,Main culprit independence,Initiator of investigation,Role of police,Focus on crime or quasi-crime,Crime trajectory,Occurrence of crime or mystery,Types of qrimes,Motives,Means (murder only),Sufficient clues to guess?,Sufficient clues to solve?,Correct annotator guess?,Types of clues,Essential clue,Type of essential clue,Most salient clue,Type of most salient clue,Red herring description,Type of red herring,Presence of planted or fabricated evidence,Types of evidence made available,Is the crime solved?,Decision NOT to alert authorities?,Satisfying narrative account?,How satisfying as detective fiction?,Recommend to friend?,Date of First Publication (YYYY-MM-DD),Format of First Publication (Journal or Book),Name of Journal or Title of Book
CKS43,CC,SO,The Curio Shop,"Professor Northrop, a colleague of Professor Kennedy, is a real Indiana Jones-like figure. However, Northrop is kidnapped after an expedition to Mexico. What seems to be simply a personal case turns into an anti-American conspiracy made more difficult by incompetent pathologists.","racism, orientalism",ABR,,Standard,"""MEXICO,"" began Craig, after he had said a few words explaining why he had brought us together, ""is full of historical treasure.",Craig Kennedy,Male,Independent amateur,,,,,Walter Jameson,Male,Independent amateur,,,,,2,2,0,0,0,2,1,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Qrime → same qrime,"Before the investigation, During the investigation","Murder, Theft, Kidnapping, Breaking and entering","Greed, Jealousy, Ideology",Poison,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The starch test done on the poison ,Physical clue,The letter,Physical clue,,,,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,Yes,1914-06,Journal,Cosmopolitan
CKS44,CC,SO,The Germ Letter,"In a thrilling case of poison by letter, a woman begs for the assistance of Craig Kennedy in saving her and her dog! Who would dare poison her pup, and how could this mysterious poison be transmitted by letter?",,ABR,,Standard,"Suddenly from above came a heavy thud, as if someone had fallen on the floor above us, followed by a suppressed shuffling of feet and a cry of help. ",Craig Kennedy,Male,Independent amateur,,,,,Walter Jameson,Male,Independent amateur,,,,,0,2,0,0,0,3,1,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Crime,Qrime → same qrime,"Before the investigation, During the investigation","Murder, Theft, Fraud, Blackmail, Mischief","Greed, Love",,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The abnormalities found in the blood,Physical clue,The lack of germ cells in the letter and the blood,Physical clue,,,,"Testimonial evidence, Physical evidence",Yes,No,No,3,Yes,1914-07,Journal,Cosmopolitan
CKS45,CC,SO,The Wireless Wire-Tappers,"A woman is missing after writing a letter regarding an affair and is found days later, coated in a varnish and with multiple puncture wounds. The only clues that can be found come from intricate wire-tapping technology!",,ABR,,Standard,"As we entered the saloon of the houseboat, I kept close watch over Waldon.",Craig Kennedy,Male,Independent amateur,,,,,Walter Jameson,Male,Independent amateur,,,,,0,1,0,0,0,1,0,0,0,No,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Qrime → same qrime,Before the investigation,"Murder, Blackmail, Breaking and entering","Revenge, Pride","Knife/sword, Natural causes",Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable)",The message signed by Edwards,Physical clue,The information regarding the affair,Testimonial clue,Dr. Jermyn’s skill and access to skin varnish,Testimonial clue,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,1914-08,Journal,Cosmopolitan
CKS46,CC,SO,The Family Skeleton,"Who doesn’t love a good bath? Well, Owen Minturn, one of the foremost criminal lawyers, takes one every day. However, his love for baths does not protect him from being killed by one. How does one die of a bath? Craig Kennedy is here to find out.",,ABR,,Standard,"I WAS surprised at dinner to receive a wire from Craig saying that he was bringing down Doctor Gunther, Mrs. Pearcy, and Isabel to New York, and asking me to have Warner Pearcy and Josephson at the laboratory at nine o'clock.",Craig Kennedy,Male,Independent amateur,,,,,Walter Jameson,Male,Independent amateur,,,,,2,0,0,0,0,1,1,0,0,No,Acts mostly alone with some assistance,A private client,Police are not present,Crime,No qrime → qrime,"Before the investigation, During the investigation","Murder, Mischief",Revenge,Poison,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The chemicals found at the bath,Physical clue,The lead found in the water,Physical clue,,,,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,1914-09,Journal,Cosmopolitan
CKS08,AMB,MAL,(A Case Of) Spontaneous Combustion,"Kennedy and Jameson put their vacation plans on hold due to the sudden spontaneous combustion of a friend’s alcoholic relative. When the will goes missing, Kennedy has to determine who in the family could be responsible.",,ABR,,Standard,"""Now,"" resumed Kennedy, his tone changing, ""suppose we try a little experiment.""",Craig Kennedy,Male,Independent amateur,,,,,Walter Jameson,Male,Independent amateur,,,,,2,1,0,0,0,1,0,0,0,No,Acts alone,A private client,Police are not present,Crime,No qrime → qrime,Before the investigation,"Murder, Theft",Greed,"Asphyxiation, Blunt force trauma",Yes,No,Yes,"Usable in real time (usable → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The presence of victim's blood on the culprit's shooting jacket ,Physical clue,Knowledge of who benefits from the missing will,Testimonial clue,Spontaneous combustion,Testimonial clue,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,1911-07,Journal,Cosmopolitan
CKS09,AMB,MAL,The Terror in the Air,"The cause of two pilots’ deaths is up in the air when an inventor’s gyroscope is blamed for their planes crashing. But amidst a patent war, Kennedy suspects not only that the inventor is innocent but that he may be in mortal danger.",,ABR,,Standard,As many of us as could threw ourselves like a human catapult against it. It yielded.,Craig Kennedy,Male,Independent amateur,,,,,Walter Jameson,Male,Independent amateur,,,,,3,0,0,0,0,1,0,0,0,No,Acts alone,A private client,Police are not present,Crime,No qrime → qrime,"Before the investigation, During the investigation","Murder, Assault, Mischief","Greed, Jealousy, Pride","Indirectly, by an elaborate device, Tampering",Yes,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",The plane flew fine when the gyroscope was protected by a lead sheet,Physical clue,The sun glinting on the lens of the telescope from the barn,Physical clue,,,,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,1911-08,Journal,Cosmopolitan
CKS19,MS ,SK,The White Slave ,"Georgette Gilbert has a romantic disposition and a penchant for reading books that her parents don’t approve of. She also once had a love affair with the fascinating Dudley Lawton. But now, Georgette has vanished. Is Lawton really as indifferent as he claims?",,ABR,,Standard,"That night Kennedy, with the assistance of First Deputy O'Connor, who was not averse to taking any action within the law toward the soothsayers, assembled a curiously cosmopolitan crowd in his laboratory.",Craig Kennedy,Male,Independent amateur,,,,,Walter Jameson,Male,Independent amateur,,,,,0,1,0,0,0,1,0,0,0,No,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,No qrime → qrime,During the investigation,"Murder, Fraud, Assault",Crime-for-crime's-sake,Asphyxiation,Yes,No,No,"Usable in real time (usable → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable)",Hair clenched in Georgette’s hands is identified as the Swami’s.,Physical clue,"Coroner says Georgette was drugged, and Swami gives Craig and Walter drugs when they visit him, posing as customers.",Physical clue,"Dudley Lawton had a love affair with Georgette, before being forbidden from seeing her.",Testimonial clue,,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,1912-06,Journal,Cosmopolitan
CKS20,MS,SK,The Forger,"A bank is robbed of $50,000 through a master forger. The primary suspects include Bolton Brown, the cashier of the bank known for his indulgent and immoral habits; Adele DeMott, an adventuress; Dawson, the main treasurer; and Carroll, the figurehead. Among these people, who’s the true culprit? Is the forger even one of the suspects?",,ABR,,Standard,"""This,"" exclaimed Kennedy proudly, ""is the 'electric eye,' the telelectrograph invented by Thorne Baker in England. Clark and I have been intending to try it out for a long time. ",Craig Kennedy,Male,Independent amateur,,,,,Walter Jameson,Male,Independent amateur,,,,,1,0,0,0,2,1,1,0,0,No,Acts mostly alone with some assistance,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Qrime → same qrime,"Before the investigation, During the investigation","Fraud, Forgery",Greed,,No,No,No,"Usable in real time (usable → usable), Red herring (usable → legible), Ex post -- newly usable clue (illegible → usable)","Photograph taken at the Lorraine, of Adele and Carroll.",Physical clue,Carroll's nervousness regarding the photo.,Physical clue,"All the evidence clearing Carroll: he was merely a figurehead treasurer, not actively involved in the affairs of the company; his having returned to the hotel and paid the full amount of the forged cheque, in return for the hotel staff keeping a close look out for the man who swindled them.",Testimonial clue,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,1,No,1912-07,Journal,Cosmopolitan
CKS22,MS,SK,The Smuggler ,"When a woman suspected of smuggling is suddenly discovered dead only a few days after being secretly watched by officers, Detective Kennedy’s help is called for to make sense of this bizarre case. Matters are even more complicated when we find four brass knuckles hiding a tiny dagger attached to the lady’s very own hands.",,ABR ,,Standard,On the deck of the cutter now lay four cases.,Craig Kennedy,Male,Independent amateur,,,,,Walter Jameson,Male,Independent amateur,,,,,0,0,0,0,1,1,1,0,0,No,Acts mostly alone with some assistance,A private client,Police are not present,Crime,Qrime → same qrime,"Before the investigation, During the investigation","Suspected murder, Fraud",Greed,Suicide,No,No,No,Usable in real time (usable → usable),The trunks belonging to Pierre and Gabrielle were suspiciously light.,Physical clue,The cases and chests found by Kennedy.,Physical clue,,,,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,1912-08,Journal,Cosmopolitan
CKS23,MS ,SK ,(Craig Kennedy and) The Invisible Ray,"A crooked will, possible murder, and predicted blindness: what do all these events have to do with Mr. Haswell and his disowned daughter? As Detective Kennedy dives into the case, he uses his scientific knowledge to uncover the complexities of the mystery.",,ABR ,,Standard,"""Come, come,"" said somebody behind us, ""enough of the dramatics.""",Craig Kennedy,Male,Independent amateur,,,,,Walter Jameson ,Male,Independent amateur,,,,,2,1,0,0,0,1,1,0,0,Yes,Acts together with one or more equal partners,A private client,Police are not present,Crime,No qrime → qrime,"Before the investigation, During the investigation","Murder, Fraud, Assault",Greed,Poison,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)","Mr. Haswell's ""daughter"" has black eyes.",Physical clue,"Mr. Haswell's ""daughter"" has black eyes.",Physical clue,,,,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,No,1912-10,Journal,Cosmopolitan
CKS24,MS,SK,The Campaign Grafter,"Wesley Travis, governor candidate, is being blackmailed with some politically disadvantageous photographs. Dean Bennet, his campaign manager, swears his loyalty. But suffragette leader Margaret Ashton, head of the press bureau, begins to doubt his innocence. ",,ABR,,Standard,"""I have no right to say no,"" she answered tremulously, but with a look of happiness that I had not seen since our first introduction.",Craig Kennedy,Male,Independent amateur,,,,,Walter Jameson,Male,Independent amateur,,,,,1,0,0,0,0,4,0,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Qrime → same qrime,"Before the investigation, During the investigation","Theft, Blackmail, Forgery, Breaking and entering","Greed, Jealousy, Love",,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The pinhole photograph.,Physical clue,The photographs are demonstrably forged.,Physical clue,,,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,1912-11,Journal,Hearst's Magazine
